Timestamp,Target ID,Target Class,Threat Level,Confidence (%),Lock Status,Bounding Box
17:51:05.681,HDF-???,FIGHTER JET,YUKSEK,68,YES,"(345, 55, 533, 119)"
17:51:06.139,HDF-???,FIGHTER JET,YUKSEK,36,YES,"(363, 78, 550, 145)"
17:51:06.375,HDF-???,FIGHTER JET,YUKSEK,31,YES,"(397, 125, 585, 190)"
17:51:06.495,HDF-???,FIGHTER JET,YUKSEK,31,YES,"(397, 125, 585, 190)"
17:51:06.620,HDF-???,FIGHTER JET,YUKSEK,41,YES,"(413, 130, 601, 194)"
17:51:07.520,HDF-???,FIGHTER JET,YUKSEK,69,YES,"(384, 154, 564, 217)"
17:51:07.624,HDF-???,FIGHTER JET,YUKSEK,83,YES,"(385, 155, 567, 218)"
17:51:07.736,HDF-???,FIGHTER JET,YUKSEK,47,YES,"(382, 156, 566, 219)"
17:51:07.847,HDF-???,FIGHTER JET,YUKSEK,44,YES,"(377, 162, 562, 225)"
17:51:07.847,HDF-???,LIGHT AIRCRAFT,YUKSEK,36,YES,"(378, 161, 562, 225)"
17:51:08.076,HDF-???,FIGHTER JET,YUKSEK,31,YES,"(370, 161, 559, 225)"
17:51:08.840,HDF-???,FIGHTER JET,YUKSEK,39,YES,"(375, 156, 564, 220)"
17:51:08.944,HDF-???,FIGHTER JET,YUKSEK,29,YES,"(376, 155, 564, 221)"
