Timestamp,Target ID,Target Class,Threat Level,Confidence (%),Lock Status,Bounding Box
14:42:06.193,HDF-007,DRONE,YUKSEK,29,YES,"(366, 154, 533, 260)"
14:42:06.254,HDF-007,DRONE,YUKSEK,80,YES,"(365, 143, 532, 261)"
14:42:06.310,HDF-007,DRONE,YUKSEK,68,YES,"(364, 141, 533, 262)"
14:42:06.362,HDF-007,DRONE,YUKSEK,83,YES,"(363, 138, 531, 262)"
14:42:06.417,HDF-007,DRONE,YUKSEK,63,YES,"(362, 140, 534, 262)"
14:42:06.472,HDF-007,DRONE,YUKSEK,72,YES,"(361, 145, 530, 262)"
14:42:06.536,HDF-007,DRONE,YUKSEK,70,YES,"(359, 150, 529, 260)"
14:42:06.596,HDF-007,DRONE,YUKSEK,68,YES,"(362, 157, 528, 260)"
14:42:06.659,HDF-007,DRONE,YUKSEK,75,YES,"(361, 155, 532, 261)"
14:42:06.718,HDF-007,DRONE,YUKSEK,78,YES,"(359, 149, 529, 261)"
14:42:06.768,HDF-007,DRONE,YUKSEK,77,YES,"(358, 149, 528, 262)"
14:42:06.831,HDF-007,DRONE,YUKSEK,70,YES,"(360, 147, 534, 264)"
14:42:06.891,HDF-007,DRONE,YUKSEK,77,YES,"(360, 145, 530, 264)"
14:42:06.964,HDF-007,DRONE,YUKSEK,65,YES,"(361, 149, 530, 260)"
14:42:07.017,HDF-007,DRONE,YUKSEK,28,YES,"(363, 155, 530, 260)"
14:42:07.122,HDF-007,DRONE,YUKSEK,35,YES,"(364, 157, 530, 260)"
14:42:07.229,HDF-007,DRONE,YUKSEK,49,YES,"(363, 156, 531, 260)"
14:42:07.273,HDF-007,DRONE,YUKSEK,32,YES,"(364, 163, 530, 260)"
14:42:07.485,HDF-007,DRONE,YUKSEK,75,YES,"(364, 164, 528, 260)"
14:42:07.543,HDF-007,DRONE,YUKSEK,34,YES,"(364, 157, 532, 264)"
14:42:07.603,HDF-007,DRONE,YUKSEK,56,YES,"(365, 154, 531, 263)"
