Timestamp,Target Class,Threat Level,Confidence (%),Bounding Box
19:29:49.363,PERSON,ORTA,79,"(350, 86, 885, 714)"
19:29:49.419,PERSON,ORTA,79,"(350, 86, 885, 714)"
19:29:49.475,PERSON,ORTA,79,"(347, 153, 885, 714)"
19:29:49.534,PERSON,ORTA,73,"(346, 229, 888, 713)"
19:29:49.593,PERSON,ORTA,75,"(344, 244, 893, 714)"
19:29:49.646,PERSON,ORTA,79,"(343, 112, 893, 714)"
19:29:49.704,PERSON,ORTA,74,"(341, 230, 892, 714)"
19:29:49.760,PERSON,ORTA,86,"(342, 106, 886, 714)"
19:29:49.816,PERSON,ORTA,85,"(335, 80, 890, 714)"
19:29:49.872,PERSON,ORTA,84,"(328, 83, 884, 714)"
19:29:49.928,PERSON,ORTA,84,"(328, 83, 884, 714)"
19:29:49.984,PERSON,ORTA,87,"(324, 104, 886, 713)"
19:29:50.042,PERSON,ORTA,76,"(314, 246, 886, 714)"
19:29:50.098,PERSON,ORTA,81,"(285, 260, 884, 714)"
19:29:50.155,PERSON,ORTA,78,"(270, 256, 885, 714)"
19:29:50.210,PERSON,ORTA,81,"(255, 172, 882, 714)"
19:29:50.267,PERSON,ORTA,70,"(66, 213, 884, 717)"
19:29:50.267,CUP,ASAGI,64,"(218, 292, 419, 569)"
19:29:50.323,PERSON,ORTA,75,"(166, 76, 885, 714)"
19:29:50.323,CUP,ASAGI,66,"(230, 292, 430, 570)"
19:29:50.379,PERSON,ORTA,76,"(59, 59, 894, 715)"
19:29:50.379,CUP,ASAGI,69,"(235, 292, 434, 569)"
19:29:50.434,PERSON,ORTA,76,"(59, 59, 894, 715)"
19:29:50.434,CUP,ASAGI,69,"(235, 292, 434, 569)"
19:29:50.497,PERSON,ORTA,75,"(149, 101, 888, 715)"
19:29:50.497,CUP,ASAGI,74,"(233, 292, 435, 570)"
19:29:50.550,CUP,ASAGI,78,"(230, 291, 432, 569)"
19:29:50.550,PERSON,ORTA,75,"(150, 80, 886, 714)"
19:29:50.604,PERSON,ORTA,72,"(45, 113, 892, 717)"
19:29:50.604,CUP,ASAGI,54,"(221, 285, 424, 573)"
19:29:50.661,PERSON,ORTA,80,"(40, 73, 894, 716)"
19:29:50.661,CUP,ASAGI,63,"(217, 281, 418, 570)"
19:29:50.717,PERSON,ORTA,75,"(48, 138, 893, 716)"
19:29:50.717,CUP,ASAGI,60,"(210, 276, 416, 563)"
19:29:50.773,PERSON,ORTA,77,"(41, 86, 895, 716)"
19:29:50.773,CUP,ASAGI,57,"(205, 274, 408, 555)"
19:29:50.829,PERSON,ORTA,82,"(34, 54, 898, 715)"
19:29:50.829,CUP,ASAGI,76,"(202, 273, 406, 557)"
19:29:50.887,PERSON,ORTA,75,"(34, 84, 894, 716)"
19:29:50.887,CUP,ASAGI,68,"(203, 274, 407, 553)"
19:29:50.944,PERSON,ORTA,75,"(34, 84, 894, 716)"
19:29:50.944,CUP,ASAGI,68,"(203, 274, 407, 553)"
19:29:51.000,PERSON,ORTA,76,"(100, 69, 886, 715)"
19:29:51.000,CUP,ASAGI,55,"(203, 274, 407, 553)"
19:29:51.054,PERSON,ORTA,73,"(44, 83, 890, 716)"
19:29:51.054,CUP,ASAGI,55,"(203, 277, 405, 557)"
19:29:51.107,PERSON,ORTA,73,"(44, 83, 890, 716)"
19:29:51.107,CUP,ASAGI,55,"(203, 277, 405, 557)"
19:29:51.164,PERSON,ORTA,77,"(40, 76, 889, 716)"
19:29:51.164,CUP,ASAGI,48,"(203, 279, 406, 564)"
19:29:51.220,PERSON,ORTA,71,"(39, 140, 886, 716)"
19:29:51.220,CUP,ASAGI,58,"(204, 281, 406, 563)"
19:29:51.274,CUP,ASAGI,76,"(205, 283, 408, 565)"
19:29:51.274,PERSON,ORTA,74,"(34, 124, 891, 716)"
19:29:51.328,PERSON,ORTA,74,"(152, 93, 886, 715)"
19:29:51.328,CUP,ASAGI,71,"(205, 285, 407, 569)"
19:29:51.384,CUP,ASAGI,75,"(204, 285, 409, 570)"
19:29:51.384,PERSON,ORTA,72,"(36, 96, 883, 716)"
19:29:51.444,CUP,ASAGI,75,"(204, 285, 409, 570)"
19:29:51.444,PERSON,ORTA,72,"(36, 96, 883, 716)"
19:29:51.500,PERSON,ORTA,78,"(150, 80, 883, 715)"
19:29:51.500,CUP,ASAGI,60,"(208, 285, 410, 568)"
19:29:51.557,PERSON,ORTA,78,"(42, 74, 890, 716)"
19:29:51.557,CUP,ASAGI,53,"(208, 284, 413, 567)"
19:29:51.615,PERSON,ORTA,78,"(42, 74, 890, 716)"
19:29:51.615,CUP,ASAGI,53,"(208, 284, 413, 567)"
19:29:51.670,PERSON,ORTA,78,"(165, 83, 887, 715)"
19:29:51.670,CUP,ASAGI,46,"(209, 284, 412, 571)"
19:29:51.725,PERSON,ORTA,76,"(128, 85, 888, 715)"
19:29:51.725,CUP,ASAGI,71,"(210, 284, 414, 568)"
19:29:51.783,PERSON,ORTA,74,"(44, 204, 889, 717)"
19:29:51.783,CUP,ASAGI,61,"(213, 285, 415, 568)"
19:29:51.836,PERSON,ORTA,78,"(91, 67, 889, 715)"
19:29:51.836,CUP,ASAGI,75,"(213, 285, 416, 569)"
19:29:51.892,PERSON,ORTA,73,"(150, 83, 885, 715)"
19:29:51.892,CUP,ASAGI,61,"(214, 285, 416, 569)"
19:29:51.948,PERSON,ORTA,78,"(43, 74, 891, 716)"
19:29:51.948,CUP,ASAGI,57,"(214, 284, 416, 564)"
19:29:52.006,PERSON,ORTA,75,"(109, 80, 884, 715)"
19:29:52.006,CUP,ASAGI,41,"(214, 284, 416, 566)"
19:29:52.063,PERSON,ORTA,80,"(34, 59, 890, 716)"
19:29:52.063,CUP,ASAGI,70,"(215, 285, 416, 569)"
19:29:52.118,PERSON,ORTA,80,"(34, 59, 890, 716)"
19:29:52.118,CUP,ASAGI,70,"(215, 285, 416, 569)"
19:29:52.174,PERSON,ORTA,80,"(37, 64, 893, 716)"
19:29:52.174,CUP,ASAGI,50,"(215, 286, 416, 568)"
19:29:52.230,PERSON,ORTA,76,"(95, 66, 886, 715)"
19:29:52.230,CUP,ASAGI,76,"(215, 286, 416, 563)"
19:29:52.287,PERSON,ORTA,78,"(42, 70, 889, 716)"
19:29:52.287,CUP,ASAGI,64,"(215, 285, 416, 568)"
19:29:52.341,CUP,ASAGI,78,"(214, 285, 416, 567)"
19:29:52.341,PERSON,ORTA,76,"(70, 111, 890, 714)"
19:29:52.398,PERSON,ORTA,77,"(100, 73, 886, 715)"
19:29:52.398,CUP,ASAGI,57,"(214, 285, 416, 565)"
19:29:52.459,PERSON,ORTA,77,"(100, 73, 886, 715)"
19:29:52.459,CUP,ASAGI,57,"(214, 285, 416, 565)"
19:29:52.514,PERSON,ORTA,67,"(46, 151, 887, 716)"
19:29:52.514,CUP,ASAGI,62,"(216, 286, 416, 567)"
19:29:52.572,PERSON,ORTA,75,"(47, 93, 895, 716)"
19:29:52.628,PERSON,ORTA,75,"(47, 93, 895, 716)"
19:29:52.684,PERSON,ORTA,81,"(137, 67, 885, 715)"
19:29:52.684,CUP,ASAGI,68,"(216, 288, 416, 568)"
19:29:52.744,PERSON,ORTA,78,"(154, 68, 885, 715)"
19:29:52.744,CUP,ASAGI,63,"(216, 290, 417, 569)"
19:29:52.805,PERSON,ORTA,76,"(43, 67, 890, 716)"
19:29:52.805,CUP,ASAGI,68,"(217, 293, 417, 568)"
19:29:52.859,PERSON,ORTA,76,"(157, 86, 888, 715)"
19:29:52.859,CUP,ASAGI,75,"(216, 294, 418, 567)"
19:29:52.915,PERSON,ORTA,77,"(162, 79, 886, 715)"
19:29:52.915,CUP,ASAGI,59,"(217, 294, 421, 566)"
19:29:52.972,PERSON,ORTA,77,"(103, 72, 884, 715)"
19:29:52.972,CUP,ASAGI,64,"(219, 293, 417, 573)"
19:29:53.029,PERSON,ORTA,74,"(46, 75, 894, 716)"
19:29:53.029,CUP,ASAGI,60,"(218, 293, 421, 567)"
19:29:53.084,PERSON,ORTA,68,"(120, 110, 885, 715)"
19:29:53.084,CUP,ASAGI,40,"(219, 292, 419, 563)"
19:29:53.141,PERSON,ORTA,68,"(120, 110, 885, 715)"
19:29:53.141,CUP,ASAGI,40,"(219, 292, 419, 563)"
19:29:53.199,PERSON,ORTA,74,"(110, 82, 886, 715)"
19:29:53.199,CUP,ASAGI,62,"(219, 292, 420, 565)"
19:29:53.253,PERSON,ORTA,77,"(90, 70, 887, 715)"
19:29:53.253,CUP,ASAGI,63,"(218, 293, 417, 566)"
19:29:53.308,PERSON,ORTA,68,"(149, 120, 887, 714)"
19:29:53.308,CUP,ASAGI,64,"(219, 294, 420, 566)"
19:29:53.364,PERSON,ORTA,78,"(138, 71, 889, 714)"
19:29:53.364,CUP,ASAGI,61,"(220, 295, 419, 568)"
19:29:53.420,PERSON,ORTA,76,"(114, 83, 884, 715)"
19:29:53.420,CUP,ASAGI,74,"(220, 295, 422, 567)"
19:29:53.475,PERSON,ORTA,72,"(139, 111, 885, 714)"
19:29:53.475,CUP,ASAGI,70,"(221, 296, 422, 568)"
19:29:53.532,CUP,ASAGI,77,"(222, 296, 425, 569)"
19:29:53.532,PERSON,ORTA,75,"(168, 100, 890, 715)"
19:29:53.590,CUP,ASAGI,78,"(222, 298, 424, 569)"
19:29:53.590,PERSON,ORTA,74,"(101, 101, 886, 715)"
19:29:53.648,CUP,ASAGI,78,"(222, 298, 424, 569)"
19:29:53.648,PERSON,ORTA,74,"(101, 101, 886, 715)"
19:29:53.701,CUP,ASAGI,79,"(222, 298, 424, 569)"
19:29:53.701,PERSON,ORTA,76,"(110, 99, 886, 715)"
19:29:53.754,CUP,ASAGI,85,"(223, 300, 426, 571)"
19:29:53.754,PERSON,ORTA,78,"(115, 95, 884, 715)"
19:29:53.810,CUP,ASAGI,85,"(223, 300, 426, 571)"
19:29:53.810,PERSON,ORTA,78,"(115, 95, 884, 715)"
19:29:53.866,CUP,ASAGI,87,"(222, 300, 426, 570)"
19:29:53.866,PERSON,ORTA,76,"(121, 81, 886, 715)"
19:29:53.923,CUP,ASAGI,81,"(223, 299, 425, 571)"
19:29:53.923,PERSON,ORTA,79,"(48, 69, 892, 716)"
19:29:53.978,PERSON,ORTA,80,"(49, 98, 893, 715)"
19:29:53.978,CUP,ASAGI,77,"(224, 299, 426, 570)"
19:29:54.036,CUP,ASAGI,83,"(224, 299, 428, 569)"
19:29:54.036,PERSON,ORTA,76,"(102, 105, 889, 715)"
19:29:54.092,PERSON,ORTA,76,"(170, 65, 885, 715)"
19:29:54.092,CUP,ASAGI,72,"(224, 298, 424, 568)"
19:29:54.149,PERSON,ORTA,76,"(170, 65, 885, 715)"
19:29:54.149,CUP,ASAGI,72,"(224, 298, 424, 568)"
19:29:54.204,CUP,ASAGI,83,"(222, 298, 424, 569)"
19:29:54.204,PERSON,ORTA,70,"(169, 89, 884, 715)"
19:29:54.260,PERSON,ORTA,78,"(160, 78, 885, 715)"
19:29:54.260,CUP,ASAGI,75,"(222, 298, 421, 570)"
19:29:54.317,PERSON,ORTA,78,"(160, 78, 885, 715)"
19:29:54.317,CUP,ASAGI,75,"(222, 298, 421, 570)"
19:29:54.373,PERSON,ORTA,78,"(170, 84, 888, 715)"
19:29:54.373,CUP,ASAGI,74,"(221, 298, 424, 571)"
19:29:54.429,CUP,ASAGI,83,"(221, 298, 423, 571)"
19:29:54.429,PERSON,ORTA,77,"(133, 89, 887, 715)"
19:29:54.492,CUP,ASAGI,79,"(221, 299, 422, 571)"
19:29:54.492,PERSON,ORTA,75,"(141, 97, 886, 714)"
19:29:54.553,PERSON,ORTA,78,"(155, 78, 883, 715)"
19:29:54.553,CUP,ASAGI,75,"(221, 298, 425, 570)"
19:29:54.612,PERSON,ORTA,75,"(161, 82, 889, 715)"
19:29:54.612,CUP,ASAGI,67,"(222, 297, 423, 571)"
19:29:54.669,PERSON,ORTA,77,"(156, 75, 887, 714)"
19:29:54.669,CUP,ASAGI,77,"(225, 298, 428, 570)"
19:29:54.727,CUP,ASAGI,78,"(226, 298, 431, 571)"
19:29:54.727,PERSON,ORTA,73,"(131, 124, 887, 715)"
19:29:54.783,CUP,ASAGI,88,"(229, 300, 431, 571)"
19:29:54.783,PERSON,ORTA,74,"(134, 87, 888, 714)"
19:29:54.837,CUP,ASAGI,88,"(229, 300, 431, 571)"
19:29:54.837,PERSON,ORTA,74,"(134, 87, 888, 714)"
19:29:54.893,CUP,ASAGI,79,"(231, 301, 433, 572)"
19:29:54.893,PERSON,ORTA,75,"(132, 74, 887, 715)"
19:29:54.950,CUP,ASAGI,86,"(232, 303, 433, 575)"
19:29:54.950,PERSON,ORTA,77,"(57, 69, 898, 715)"
19:29:55.004,CUP,ASAGI,86,"(233, 306, 435, 575)"
19:29:55.004,PERSON,ORTA,74,"(133, 85, 885, 714)"
19:29:55.060,CUP,ASAGI,81,"(234, 306, 436, 575)"
19:29:55.060,PERSON,ORTA,74,"(163, 75, 889, 715)"
19:29:55.117,CUP,ASAGI,85,"(234, 306, 435, 575)"
19:29:55.117,PERSON,ORTA,76,"(159, 64, 888, 714)"
19:29:55.173,CUP,ASAGI,85,"(233, 305, 434, 574)"
19:29:55.173,PERSON,ORTA,78,"(55, 60, 897, 715)"
19:29:55.229,CUP,ASAGI,85,"(233, 304, 433, 574)"
19:29:55.229,PERSON,ORTA,76,"(54, 63, 895, 715)"
19:29:55.286,CUP,ASAGI,84,"(231, 303, 433, 573)"
19:29:55.286,PERSON,ORTA,76,"(171, 76, 887, 714)"
19:29:55.343,CUP,ASAGI,84,"(231, 303, 433, 573)"
19:29:55.343,PERSON,ORTA,76,"(171, 76, 887, 714)"
19:29:55.399,CUP,ASAGI,84,"(232, 304, 434, 574)"
19:29:55.399,PERSON,ORTA,81,"(178, 74, 888, 714)"
19:29:55.456,CUP,ASAGI,90,"(232, 306, 433, 577)"
19:29:55.456,PERSON,ORTA,73,"(128, 106, 886, 714)"
19:29:55.513,CUP,ASAGI,90,"(232, 306, 433, 577)"
19:29:55.513,PERSON,ORTA,73,"(128, 106, 886, 714)"
19:29:55.569,CUP,ASAGI,83,"(233, 306, 434, 576)"
19:29:55.569,PERSON,ORTA,73,"(143, 75, 881, 714)"
19:29:55.628,CUP,ASAGI,83,"(233, 307, 433, 575)"
19:29:55.628,PERSON,ORTA,70,"(106, 81, 883, 713)"
19:29:55.683,CUP,ASAGI,88,"(233, 308, 435, 577)"
19:29:55.683,PERSON,ORTA,72,"(55, 83, 892, 715)"
19:29:55.738,CUP,ASAGI,90,"(233, 308, 434, 578)"
19:29:55.738,PERSON,ORTA,73,"(147, 108, 887, 714)"
19:29:55.792,CUP,ASAGI,85,"(233, 308, 432, 576)"
19:29:55.792,PERSON,ORTA,73,"(149, 77, 886, 714)"
19:29:55.849,CUP,ASAGI,85,"(233, 308, 432, 576)"
19:29:55.849,PERSON,ORTA,73,"(149, 77, 886, 714)"
19:29:55.905,CUP,ASAGI,90,"(236, 312, 435, 579)"
19:29:55.905,PERSON,ORTA,73,"(162, 174, 886, 714)"
19:29:55.961,CUP,ASAGI,90,"(237, 312, 437, 580)"
19:29:55.961,PERSON,ORTA,74,"(108, 82, 889, 714)"
19:29:56.015,CUP,ASAGI,90,"(237, 312, 437, 580)"
19:29:56.015,PERSON,ORTA,74,"(108, 82, 889, 714)"
19:29:56.071,CUP,ASAGI,90,"(238, 313, 436, 580)"
19:29:56.071,PERSON,ORTA,77,"(68, 66, 894, 715)"
19:29:56.128,CUP,ASAGI,93,"(239, 313, 438, 580)"
19:29:56.128,PERSON,ORTA,75,"(171, 80, 886, 714)"
19:29:56.185,CUP,ASAGI,89,"(241, 313, 439, 579)"
19:29:56.185,PERSON,ORTA,80,"(62, 55, 889, 715)"
19:29:56.236,CUP,ASAGI,88,"(242, 313, 441, 579)"
19:29:56.236,PERSON,ORTA,80,"(73, 58, 896, 715)"
19:29:56.295,CUP,ASAGI,81,"(243, 314, 443, 580)"
19:29:56.295,PERSON,ORTA,78,"(89, 72, 888, 715)"
19:29:56.347,CUP,ASAGI,85,"(246, 319, 444, 585)"
19:29:56.347,PERSON,ORTA,75,"(71, 61, 890, 715)"
19:29:56.409,PERSON,ORTA,82,"(55, 64, 897, 715)"
19:29:56.409,CUP,ASAGI,79,"(249, 324, 449, 594)"
19:29:56.465,CUP,ASAGI,85,"(254, 332, 454, 607)"
19:29:56.465,PERSON,ORTA,74,"(88, 97, 887, 715)"
19:29:56.520,CUP,ASAGI,85,"(254, 332, 454, 607)"
19:29:56.520,PERSON,ORTA,74,"(88, 97, 887, 715)"
19:29:56.574,CUP,ASAGI,88,"(267, 345, 467, 630)"
19:29:56.574,PERSON,ORTA,79,"(138, 71, 893, 715)"
19:29:56.626,CUP,ASAGI,89,"(279, 364, 480, 651)"
19:29:56.626,PERSON,ORTA,80,"(186, 123, 887, 714)"
19:29:56.684,CUP,ASAGI,87,"(318, 428, 529, 714)"
19:29:56.684,PERSON,ORTA,82,"(124, 73, 903, 712)"
19:29:56.739,PERSON,ORTA,87,"(155, 93, 888, 713)"
19:29:56.793,PERSON,ORTA,86,"(169, 97, 888, 714)"
19:29:56.793,CUP,ASAGI,76,"(387, 523, 604, 719)"
19:29:56.848,PERSON,ORTA,86,"(169, 97, 888, 714)"
19:29:56.848,CUP,ASAGI,76,"(387, 523, 604, 719)"
19:29:56.905,PERSON,ORTA,85,"(210, 74, 893, 714)"
19:29:56.905,CUP,ASAGI,78,"(427, 559, 643, 719)"
19:29:56.961,PERSON,ORTA,83,"(268, 90, 889, 712)"
19:29:56.961,CUP,ASAGI,60,"(501, 581, 705, 718)"
19:29:57.017,PERSON,ORTA,83,"(268, 90, 889, 712)"
19:29:57.017,CUP,ASAGI,60,"(501, 581, 705, 718)"
19:29:57.072,PERSON,ORTA,83,"(273, 106, 889, 712)"
19:29:57.072,CUP,ASAGI,72,"(514, 568, 711, 717)"
19:29:57.126,PERSON,ORTA,78,"(272, 76, 893, 714)"
19:29:57.126,CUP,ASAGI,55,"(536, 548, 713, 718)"
19:29:57.181,PERSON,ORTA,70,"(276, 141, 893, 713)"
19:29:57.181,CUP,ASAGI,63,"(553, 523, 713, 716)"
19:29:57.239,PERSON,ORTA,65,"(269, 187, 892, 714)"
19:29:57.239,CUP,ASAGI,44,"(535, 515, 711, 714)"
19:29:57.296,PERSON,ORTA,72,"(268, 184, 886, 714)"
19:29:57.296,CUP,ASAGI,52,"(533, 511, 710, 715)"
19:29:57.353,PERSON,ORTA,72,"(268, 184, 886, 714)"
19:29:57.353,CUP,ASAGI,52,"(533, 511, 710, 715)"
19:29:57.405,PERSON,ORTA,79,"(269, 75, 891, 713)"
19:29:57.405,CUP,ASAGI,53,"(522, 496, 705, 711)"
19:29:57.463,PERSON,ORTA,64,"(260, 74, 886, 713)"
19:29:57.517,PERSON,ORTA,64,"(260, 74, 886, 713)"
19:29:57.574,PERSON,ORTA,65,"(254, 68, 881, 713)"
19:29:57.632,PERSON,ORTA,67,"(239, 79, 890, 714)"
19:29:57.687,PERSON,ORTA,69,"(217, 177, 892, 714)"
19:29:57.743,PERSON,ORTA,71,"(165, 135, 888, 713)"
19:29:57.798,PERSON,ORTA,80,"(199, 83, 885, 714)"
19:29:57.853,PERSON,ORTA,80,"(209, 148, 888, 714)"
19:29:57.909,PERSON,ORTA,78,"(194, 144, 890, 714)"
19:29:57.963,PERSON,ORTA,67,"(191, 92, 891, 713)"
19:29:57.963,REMOTE,ASAGI,44,"(521, 442, 679, 652)"
19:29:58.021,PERSON,ORTA,67,"(191, 92, 891, 713)"
19:29:58.021,REMOTE,ASAGI,44,"(521, 442, 679, 652)"
19:29:58.076,PERSON,ORTA,74,"(200, 136, 893, 714)"
19:29:58.130,PERSON,ORTA,78,"(198, 135, 887, 713)"
19:29:58.188,PERSON,ORTA,77,"(185, 79, 889, 712)"
19:29:58.188,REMOTE,ASAGI,40,"(511, 430, 671, 631)"
