Timestamp,Target Class,Threat Level,Confidence (%),Bounding Box
18:45:51.031,PERSON,ORTA,49,"(255, 292, 1239, 713)"
18:45:51.098,PERSON,ORTA,55,"(248, 294, 1247, 715)"
18:45:51.098,PERSON,ORTA,46,"(255, 293, 825, 715)"
18:45:51.165,PERSON,ORTA,77,"(257, 290, 1203, 716)"
18:45:51.230,PERSON,ORTA,77,"(257, 290, 1203, 716)"
18:45:51.295,PERSON,ORTA,74,"(252, 291, 839, 717)"
18:45:51.361,PERSON,ORTA,40,"(246, 295, 833, 715)"
18:45:51.428,PERSON,ORTA,54,"(255, 292, 858, 716)"
18:45:51.554,PERSON,ORTA,55,"(142, 293, 906, 714)"
18:45:51.628,PERSON,ORTA,55,"(142, 293, 906, 714)"
18:45:51.700,PERSON,ORTA,45,"(433, 288, 931, 715)"
18:45:51.773,PERSON,ORTA,48,"(446, 279, 855, 715)"
18:45:51.845,PERSON,ORTA,45,"(447, 265, 847, 714)"
18:45:51.917,PERSON,ORTA,59,"(445, 278, 850, 715)"
18:45:52.132,PERSON,ORTA,55,"(448, 267, 846, 714)"
18:45:52.207,PERSON,ORTA,56,"(452, 271, 879, 715)"
18:45:52.273,PERSON,ORTA,61,"(443, 265, 847, 716)"
18:45:52.346,PERSON,ORTA,41,"(448, 266, 850, 714)"
18:45:52.433,PERSON,ORTA,58,"(450, 269, 888, 715)"
18:45:52.525,PERSON,ORTA,48,"(444, 265, 853, 715)"
18:45:52.602,PERSON,ORTA,47,"(442, 264, 848, 715)"
18:45:52.669,PERSON,ORTA,46,"(437, 268, 856, 716)"
18:45:52.736,PERSON,ORTA,42,"(433, 265, 849, 715)"
18:45:52.736,PERSON,ORTA,40,"(238, 264, 861, 715)"
18:45:52.807,PERSON,ORTA,58,"(445, 267, 847, 716)"
18:45:52.871,PERSON,ORTA,54,"(441, 267, 857, 716)"
18:45:52.938,PERSON,ORTA,67,"(445, 266, 848, 716)"
18:45:53.013,PERSON,ORTA,48,"(219, 266, 862, 715)"
18:45:53.013,PERSON,ORTA,46,"(425, 267, 850, 716)"
18:45:53.091,PERSON,ORTA,54,"(439, 267, 845, 715)"
18:45:53.170,PERSON,ORTA,54,"(438, 266, 842, 716)"
18:45:53.253,PERSON,ORTA,60,"(443, 270, 862, 716)"
18:45:53.429,PERSON,ORTA,59,"(439, 265, 841, 716)"
18:45:53.568,PERSON,ORTA,61,"(442, 264, 843, 715)"
18:45:53.661,PERSON,ORTA,45,"(440, 268, 852, 717)"
18:45:53.749,PERSON,ORTA,67,"(442, 268, 846, 716)"
18:45:53.831,PERSON,ORTA,60,"(441, 264, 871, 716)"
18:45:53.911,PERSON,ORTA,64,"(440, 265, 848, 716)"
18:45:53.991,PERSON,ORTA,67,"(442, 264, 848, 716)"
18:45:54.079,PERSON,ORTA,67,"(442, 264, 848, 716)"
18:45:54.162,PERSON,ORTA,47,"(441, 273, 857, 716)"
