Timestamp,Target ID,Target Class,Threat Level,Confidence (%),Lock Status,Bounding Box
20:48:40.615,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,32,NO,"(560, 289, 639, 331)"
20:48:41.053,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,32,NO,"(582, 289, 639, 332)"
20:48:41.207,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,28,NO,"(581, 288, 639, 331)"
20:48:42.388,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,29,NO,"(582, 287, 639, 333)"
20:48:43.248,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,35,NO,"(582, 288, 639, 332)"
20:48:43.773,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,25,NO,"(581, 289, 639, 333)"
20:48:44.657,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,33,NO,"(583, 287, 639, 331)"
20:48:44.806,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,39,NO,"(577, 286, 639, 332)"
20:48:44.937,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,42,NO,"(584, 290, 639, 331)"
20:48:44.937,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,29,NO,"(584, 283, 639, 344)"
20:48:45.817,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,32,NO,"(581, 291, 639, 330)"
20:48:46.120,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,30,NO,"(581, 288, 639, 331)"
20:48:46.985,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,36,NO,"(584, 289, 639, 330)"
20:48:47.791,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,32,NO,"(581, 290, 639, 332)"
20:48:48.219,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,33,NO,"(580, 291, 639, 331)"
20:48:48.981,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,31,NO,"(585, 289, 639, 331)"
20:48:49.523,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,31,NO,"(582, 289, 639, 333)"
20:48:49.944,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,39,NO,"(577, 289, 639, 332)"
20:48:50.930,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,38,NO,"(568, 291, 639, 331)"
20:48:51.352,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,33,NO,"(586, 290, 639, 334)"
20:48:52.468,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,37,NO,"(579, 288, 639, 333)"
20:48:52.899,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,25,NO,"(581, 289, 639, 332)"
20:48:53.641,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,26,NO,"(579, 287, 639, 331)"
20:48:53.782,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,35,NO,"(578, 290, 639, 331)"
20:48:55.027,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,31,NO,"(583, 289, 639, 332)"
20:48:55.341,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,31,NO,"(578, 283, 639, 338)"
20:48:55.484,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,28,NO,"(580, 286, 639, 331)"
20:48:55.795,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,29,NO,"(583, 288, 639, 334)"
20:48:55.957,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,25,NO,"(586, 291, 639, 331)"
20:48:56.605,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,41,NO,"(584, 288, 639, 332)"
20:48:56.912,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,27,NO,"(578, 289, 639, 334)"
20:49:30.457,HDF-???,BUS,ORTA,47,NO,"(273, 0, 634, 448)"
20:49:30.680,HDF-???,BUS,ORTA,79,NO,"(278, 0, 581, 450)"
20:49:30.795,HDF-???,BUS,ORTA,87,NO,"(275, 2, 577, 449)"
20:49:30.923,HDF-???,BUS,ORTA,87,NO,"(268, 8, 542, 442)"
20:49:31.051,HDF-001,BUS,ORTA,88,NO,"(265, 14, 544, 438)"
20:49:31.167,HDF-001,BUS,ORTA,89,NO,"(269, 21, 535, 438)"
20:49:31.282,HDF-001,BUS,ORTA,88,NO,"(269, 22, 536, 439)"
20:49:31.410,HDF-001,BUS,ORTA,89,NO,"(269, 22, 528, 435)"
20:49:31.526,HDF-001,BUS,ORTA,89,NO,"(269, 21, 531, 434)"
20:49:31.642,HDF-001,BUS,ORTA,84,NO,"(267, 24, 533, 437)"
20:49:31.764,HDF-001,BUS,ORTA,71,NO,"(267, 24, 536, 435)"
20:49:31.895,HDF-001,BUS,ORTA,86,NO,"(269, 25, 528, 435)"
20:49:32.019,HDF-001,BUS,ORTA,86,NO,"(267, 26, 532, 432)"
20:49:32.144,HDF-001,BUS,ORTA,83,NO,"(267, 25, 533, 432)"
20:49:32.258,HDF-001,BUS,ORTA,62,NO,"(264, 25, 529, 432)"
20:49:32.371,HDF-001,BUS,ORTA,70,NO,"(264, 23, 526, 432)"
20:49:32.495,HDF-001,BUS,ORTA,82,NO,"(257, 24, 529, 432)"
20:49:32.615,HDF-001,BUS,ORTA,43,NO,"(257, 22, 526, 434)"
20:49:32.737,HDF-001,BUS,ORTA,77,NO,"(259, 22, 525, 433)"
20:49:40.197,HDF-???,DRONE,YUKSEK,28,YES,"(217, 280, 351, 345)"
20:49:40.317,HDF-???,DRONE,YUKSEK,68,YES,"(220, 265, 349, 324)"
20:49:40.317,HDF-???,CARGO AIRCRAFT,YUKSEK,50,YES,"(262, 2, 464, 120)"
20:49:40.430,HDF-???,CARGO AIRCRAFT,YUKSEK,43,YES,"(259, 0, 471, 116)"
20:49:40.561,HDF-???,CARGO AIRCRAFT,YUKSEK,29,YES,"(280, 0, 470, 104)"
20:49:40.810,HDF-???,DRONE,YUKSEK,75,YES,"(215, 241, 349, 305)"
20:49:41.073,HDF-???,DRONE,YUKSEK,79,YES,"(208, 240, 341, 303)"
20:49:41.193,HDF-???,DRONE,YUKSEK,83,YES,"(202, 245, 336, 306)"
20:49:41.325,HDF-???,DRONE,YUKSEK,83,YES,"(205, 253, 337, 312)"
20:49:41.445,HDF-003,DRONE,YUKSEK,82,YES,"(202, 255, 335, 316)"
20:49:41.572,HDF-003,DRONE,YUKSEK,57,YES,"(199, 274, 331, 335)"
20:49:41.711,HDF-003,DRONE,YUKSEK,79,YES,"(198, 282, 335, 343)"
20:49:41.825,HDF-003,DRONE,YUKSEK,79,YES,"(193, 287, 331, 348)"
20:49:41.955,HDF-003,DRONE,YUKSEK,71,YES,"(196, 295, 329, 354)"
20:49:42.078,HDF-003,DRONE,YUKSEK,65,YES,"(194, 298, 326, 354)"
20:49:42.207,HDF-003,DRONE,YUKSEK,78,YES,"(191, 297, 324, 354)"
20:49:42.325,HDF-003,DRONE,YUKSEK,71,YES,"(188, 296, 322, 352)"
20:49:42.456,HDF-003,DRONE,YUKSEK,73,YES,"(188, 295, 319, 353)"
20:49:42.574,HDF-003,DRONE,YUKSEK,65,YES,"(187, 295, 319, 353)"
20:49:42.688,HDF-003,DRONE,YUKSEK,78,YES,"(188, 296, 320, 355)"
20:49:42.806,HDF-003,DRONE,YUKSEK,69,YES,"(186, 299, 318, 358)"
20:49:43.307,HDF-003,DRONE,YUKSEK,57,YES,"(184, 299, 318, 356)"
20:49:43.410,HDF-003,DRONE,YUKSEK,44,YES,"(184, 298, 318, 355)"
20:49:43.527,HDF-003,DRONE,YUKSEK,78,YES,"(186, 298, 318, 355)"
20:49:43.644,HDF-003,DRONE,YUKSEK,44,YES,"(184, 300, 316, 357)"
20:49:43.773,HDF-003,DRONE,YUKSEK,43,YES,"(183, 304, 314, 360)"
20:49:43.884,HDF-003,DRONE,YUKSEK,39,YES,"(185, 305, 314, 360)"
20:49:44.005,HDF-003,DRONE,YUKSEK,54,YES,"(176, 302, 307, 358)"
