Timestamp,Target ID,Target Class,Threat Level,Confidence (%),Lock Status,Bounding Box
20:35:20.622,HDF-002,DRONE,YUKSEK,69,YES,"(447, 158, 575, 250)"
20:35:20.731,HDF-002,DRONE,YUKSEK,80,YES,"(447, 161, 583, 251)"
20:35:20.843,HDF-002,DRONE,YUKSEK,81,YES,"(448, 165, 583, 251)"
20:35:20.950,HDF-002,DRONE,YUKSEK,72,YES,"(449, 167, 581, 253)"
20:35:21.064,HDF-002,DRONE,YUKSEK,81,YES,"(447, 166, 580, 255)"
20:35:21.179,HDF-002,DRONE,YUKSEK,88,YES,"(448, 167, 583, 257)"
20:35:21.283,HDF-002,DRONE,YUKSEK,88,YES,"(447, 168, 583, 256)"
20:35:21.394,HDF-002,DRONE,YUKSEK,88,YES,"(450, 166, 584, 253)"
20:35:21.500,HDF-002,DRONE,YUKSEK,83,YES,"(455, 165, 590, 253)"
20:35:21.610,HDF-002,DRONE,YUKSEK,86,YES,"(458, 161, 591, 249)"
20:35:21.724,HDF-002,DRONE,YUKSEK,79,YES,"(450, 163, 582, 250)"
20:35:21.828,HDF-002,DRONE,YUKSEK,85,YES,"(445, 162, 579, 251)"
20:35:21.940,HDF-002,DRONE,YUKSEK,79,YES,"(425, 164, 561, 251)"
20:35:22.056,HDF-002,DRONE,YUKSEK,78,YES,"(414, 163, 543, 247)"
20:35:22.164,HDF-002,DRONE,YUKSEK,85,YES,"(405, 160, 542, 247)"
20:35:22.277,HDF-002,DRONE,YUKSEK,85,YES,"(404, 158, 537, 247)"
20:35:22.384,HDF-002,DRONE,YUKSEK,75,YES,"(403, 159, 537, 247)"
20:35:22.607,HDF-002,DRONE,YUKSEK,85,YES,"(408, 158, 541, 247)"
20:35:22.717,HDF-002,DRONE,YUKSEK,79,YES,"(410, 158, 542, 246)"
20:35:22.819,HDF-002,DRONE,YUKSEK,67,YES,"(407, 160, 538, 246)"
20:35:22.932,HDF-002,DRONE,YUKSEK,75,YES,"(405, 157, 536, 244)"
20:35:23.041,HDF-002,DRONE,YUKSEK,75,YES,"(400, 160, 532, 247)"
20:35:23.151,HDF-002,DRONE,YUKSEK,56,YES,"(400, 164, 530, 248)"
20:35:25.805,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,51,NO,"(484, 169, 588, 248)"
20:35:25.805,HDF-???,DRONE,YUKSEK,50,NO,"(483, 166, 586, 248)"
20:35:25.919,HDF-???,DRONE,YUKSEK,55,NO,"(479, 170, 586, 247)"
20:35:26.019,HDF-???,DRONE,YUKSEK,67,NO,"(478, 166, 590, 247)"
20:35:26.132,HDF-???,DRONE,YUKSEK,56,NO,"(473, 153, 583, 248)"
20:35:26.246,HDF-???,DRONE,YUKSEK,67,YES,"(460, 163, 572, 249)"
20:35:26.358,HDF-???,DRONE,YUKSEK,80,YES,"(454, 153, 566, 252)"
20:35:26.458,HDF-???,DRONE,YUKSEK,75,YES,"(457, 152, 568, 251)"
20:35:26.458,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,51,YES,"(457, 153, 568, 251)"
20:35:26.574,HDF-???,DRONE,YUKSEK,74,YES,"(457, 154, 568, 251)"
20:35:26.574,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,43,YES,"(457, 154, 568, 251)"
20:35:26.686,HDF-003,DRONE,YUKSEK,78,YES,"(455, 154, 567, 251)"
20:35:26.792,HDF-003,DRONE,YUKSEK,76,YES,"(448, 155, 562, 252)"
20:35:26.903,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,62,YES,"(451, 161, 562, 251)"
20:35:27.010,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,67,YES,"(453, 156, 564, 250)"
20:35:27.145,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,51,YES,"(456, 156, 563, 251)"
20:35:27.254,HDF-003,DRONE,YUKSEK,82,YES,"(452, 158, 561, 253)"
20:35:27.364,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,66,YES,"(453, 160, 559, 253)"
20:35:27.473,HDF-003,DRONE,YUKSEK,57,YES,"(454, 155, 562, 247)"
20:35:27.590,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,43,YES,"(455, 162, 561, 248)"
20:35:27.696,HDF-003,DRONE,YUKSEK,49,YES,"(455, 156, 563, 248)"
20:35:27.811,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,59,YES,"(453, 161, 562, 249)"
20:35:27.934,HDF-003,DRONE,YUKSEK,63,YES,"(452, 163, 562, 247)"
20:35:28.035,HDF-003,DRONE,YUKSEK,75,YES,"(457, 151, 566, 246)"
20:35:28.159,HDF-003,DRONE,YUKSEK,70,YES,"(458, 160, 565, 247)"
20:35:28.278,HDF-003,DRONE,YUKSEK,71,YES,"(457, 154, 563, 247)"
20:35:28.389,HDF-003,DRONE,YUKSEK,60,YES,"(458, 156, 562, 247)"
20:35:28.504,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,67,YES,"(464, 153, 566, 250)"
20:35:28.621,HDF-003,COMMERCIAL AIRCRAFT,YUKSEK,73,YES,"(464, 152, 566, 252)"
20:35:28.756,HDF-003,DRONE,YUKSEK,66,YES,"(461, 162, 564, 256)"
20:35:28.871,HDF-003,DRONE,YUKSEK,55,YES,"(464, 164, 564, 257)"
20:35:28.979,HDF-???,DRONE,YUKSEK,45,YES,"(442, 185, 555, 261)"
20:35:29.095,HDF-???,DRONE,YUKSEK,49,YES,"(436, 185, 540, 262)"
20:35:29.575,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,50,YES,"(388, 183, 491, 271)"
20:35:29.575,HDF-???,DRONE,YUKSEK,42,YES,"(387, 186, 491, 271)"
20:35:29.697,HDF-???,DRONE,YUKSEK,46,YES,"(383, 203, 485, 274)"
20:35:29.697,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,43,YES,"(384, 200, 485, 274)"
20:35:29.816,HDF-???,COMMERCIAL AIRCRAFT,YUKSEK,43,YES,"(384, 199, 487, 274)"
20:35:41.132,HDF-???,FIGHTER PLANE,YUKSEK,65,NO,"(545, 171, 597, 196)"
20:35:46.796,HDF-???,FIGHTER PLANE,YUKSEK,47,YES,"(442, 211, 559, 245)"
20:35:49.018,HDF-???,TRUCK,ORTA,85,NO,"(284, 82, 639, 480)"
20:35:51.859,HDF-???,FIGHTER PLANE,YUKSEK,83,YES,"(98, 132, 223, 205)"
20:35:51.859,HDF-???,MISSILE,YUKSEK,40,NO,"(30, 44, 216, 82)"
20:35:53.082,HDF-???,FIGHTER PLANE,YUKSEK,66,YES,"(199, 140, 323, 217)"
20:35:53.196,HDF-???,FIGHTER PLANE,YUKSEK,50,YES,"(187, 120, 311, 192)"
20:35:53.425,HDF-???,FIGHTER PLANE,YUKSEK,42,YES,"(186, 104, 314, 177)"
20:35:56.304,HDF-???,FIGHTER PLANE,YUKSEK,44,YES,"(110, 141, 257, 223)"
20:35:56.408,HDF-???,DRONE,YUKSEK,56,YES,"(112, 140, 256, 224)"
20:35:56.632,HDF-???,FIGHTER PLANE,YUKSEK,76,YES,"(94, 127, 250, 215)"
20:35:56.740,HDF-???,FIGHTER PLANE,YUKSEK,68,YES,"(77, 119, 244, 210)"
20:35:56.850,HDF-???,FIGHTER PLANE,YUKSEK,43,YES,"(70, 119, 238, 212)"
20:35:56.960,HDF-???,DRONE,YUKSEK,42,YES,"(68, 118, 237, 213)"
20:35:57.201,HDF-???,FIGHTER PLANE,YUKSEK,45,YES,"(71, 117, 236, 210)"
20:35:57.300,HDF-???,FIGHTER PLANE,YUKSEK,45,YES,"(72, 116, 238, 208)"
20:35:57.412,HDF-???,MISSILE,YUKSEK,58,YES,"(70, 117, 236, 208)"
20:35:57.629,HDF-???,FIGHTER PLANE,YUKSEK,61,YES,"(71, 118, 238, 210)"
20:35:57.737,HDF-???,FIGHTER PLANE,YUKSEK,46,YES,"(71, 117, 240, 212)"
20:35:57.959,HDF-???,FIGHTER PLANE,YUKSEK,42,YES,"(70, 118, 239, 211)"
20:35:58.184,HDF-???,MISSILE,YUKSEK,47,YES,"(72, 118, 240, 218)"
20:35:58.401,HDF-???,FIGHTER PLANE,YUKSEK,68,YES,"(78, 120, 241, 218)"
20:35:58.519,HDF-???,FIGHTER PLANE,YUKSEK,47,YES,"(80, 122, 243, 218)"
20:35:58.627,HDF-???,FIGHTER PLANE,YUKSEK,57,YES,"(83, 123, 245, 220)"
20:35:59.069,HDF-???,DRONE,YUKSEK,42,YES,"(86, 127, 248, 222)"
20:35:59.178,HDF-???,FIGHTER PLANE,YUKSEK,63,YES,"(88, 128, 246, 222)"
20:35:59.292,HDF-???,FIGHTER PLANE,YUKSEK,41,YES,"(85, 124, 246, 219)"
20:35:59.513,HDF-???,FIGHTER PLANE,YUKSEK,62,YES,"(91, 128, 250, 221)"
20:35:59.615,HDF-???,FIGHTER PLANE,YUKSEK,51,YES,"(89, 127, 253, 222)"
20:35:59.728,HDF-???,FIGHTER PLANE,YUKSEK,68,YES,"(85, 125, 251, 222)"
20:35:59.843,HDF-???,FIGHTER PLANE,YUKSEK,67,YES,"(88, 125, 247, 220)"
20:36:10.487,HDF-???,BUS,ORTA,41,NO,"(386, 28, 638, 318)"
20:36:10.602,HDF-???,BUS,ORTA,51,NO,"(384, 29, 640, 297)"
20:36:15.792,HDF-???,TRUCK,ORTA,49,NO,"(167, 15, 640, 480)"
20:36:16.154,HDF-???,TRUCK,ORTA,40,NO,"(182, 22, 640, 480)"
20:36:16.598,HDF-???,TRUCK,ORTA,41,NO,"(180, 30, 640, 480)"
20:36:16.715,HDF-???,TRUCK,ORTA,54,NO,"(193, 39, 620, 480)"
20:36:16.936,HDF-???,TRUCK,ORTA,42,NO,"(197, 47, 633, 480)"
20:36:17.726,HDF-???,TRUCK,ORTA,86,NO,"(162, 22, 521, 480)"
20:36:17.838,HDF-???,TRUCK,ORTA,80,NO,"(148, 19, 527, 480)"
20:36:18.641,HDF-???,TRUCK,ORTA,74,NO,"(91, 0, 502, 480)"
20:36:20.813,HDF-???,TRUCK,ORTA,43,NO,"(155, 41, 392, 480)"
20:36:20.939,HDF-???,TRUCK,ORTA,54,NO,"(155, 46, 381, 467)"
20:36:20.939,HDF-???,BUS,ORTA,52,NO,"(158, 46, 384, 467)"
20:36:21.173,HDF-???,TRUCK,ORTA,85,NO,"(134, 46, 373, 477)"
20:36:21.282,HDF-???,TRUCK,ORTA,73,NO,"(121, 42, 375, 480)"
20:36:21.407,HDF-???,BUS,ORTA,64,NO,"(127, 36, 370, 480)"
20:36:21.407,HDF-???,TRUCK,ORTA,64,NO,"(125, 35, 369, 480)"
