Timestamp,Target Class,Threat Level,Confidence (%),Lock Status,Bounding Box
19:13:04.018,PERSON,ORTA,87,NO,"(459, 236, 852, 713)"
19:13:04.091,PERSON,ORTA,87,NO,"(457, 231, 852, 713)"
19:13:04.167,PERSON,ORTA,88,NO,"(452, 231, 849, 713)"
19:13:04.236,PERSON,ORTA,88,NO,"(450, 230, 848, 713)"
19:13:04.309,PERSON,ORTA,88,NO,"(450, 227, 848, 712)"
19:13:04.373,PERSON,ORTA,89,NO,"(448, 226, 846, 711)"
19:13:04.431,PERSON,ORTA,89,NO,"(446, 226, 845, 712)"
19:13:04.493,PERSON,ORTA,88,NO,"(448, 227, 844, 712)"
19:13:04.552,PERSON,ORTA,89,NO,"(445, 223, 843, 712)"
19:13:04.611,PERSON,ORTA,89,NO,"(446, 225, 842, 712)"
19:13:04.665,PERSON,ORTA,88,NO,"(445, 226, 840, 711)"
19:13:04.720,PERSON,ORTA,88,NO,"(445, 226, 840, 711)"
19:13:04.778,PERSON,ORTA,88,NO,"(442, 222, 840, 712)"
19:13:04.835,PERSON,ORTA,89,NO,"(441, 222, 840, 711)"
19:13:04.889,PERSON,ORTA,88,NO,"(438, 225, 838, 712)"
19:13:04.945,PERSON,ORTA,89,NO,"(437, 223, 836, 712)"
19:13:05.002,PERSON,ORTA,89,NO,"(434, 222, 835, 713)"
19:13:05.057,PERSON,ORTA,89,NO,"(433, 225, 834, 712)"
19:13:05.115,PERSON,ORTA,88,NO,"(432, 225, 833, 712)"
19:13:05.172,PERSON,ORTA,89,NO,"(431, 225, 832, 712)"
19:13:05.227,PERSON,ORTA,89,NO,"(431, 225, 832, 712)"
19:13:05.283,PERSON,ORTA,89,NO,"(430, 225, 833, 712)"
19:13:05.335,PERSON,ORTA,89,NO,"(434, 227, 832, 712)"
19:13:05.390,PERSON,ORTA,89,NO,"(434, 227, 832, 712)"
19:13:05.447,PERSON,ORTA,90,NO,"(433, 225, 830, 712)"
19:13:05.502,PERSON,ORTA,90,NO,"(432, 225, 829, 712)"
19:13:05.556,PERSON,ORTA,90,NO,"(425, 228, 819, 711)"
19:13:05.611,PERSON,ORTA,90,NO,"(415, 230, 811, 711)"
19:13:05.667,PERSON,ORTA,90,NO,"(406, 234, 805, 712)"
19:13:05.722,PERSON,ORTA,90,NO,"(406, 234, 805, 712)"
19:13:05.777,PERSON,ORTA,90,NO,"(401, 234, 801, 712)"
19:13:05.830,PERSON,ORTA,89,NO,"(387, 232, 788, 713)"
19:13:05.887,PERSON,ORTA,89,NO,"(387, 232, 788, 713)"
19:13:05.941,PERSON,ORTA,89,NO,"(387, 232, 787, 712)"
19:13:05.993,PERSON,ORTA,89,NO,"(392, 235, 790, 712)"
19:13:06.047,PERSON,ORTA,90,NO,"(401, 227, 798, 712)"
19:13:06.102,PERSON,ORTA,91,NO,"(407, 225, 801, 711)"
19:13:06.159,PERSON,ORTA,91,NO,"(412, 231, 807, 712)"
19:13:06.217,PERSON,ORTA,91,NO,"(412, 231, 807, 712)"
19:13:06.272,PERSON,ORTA,90,NO,"(420, 233, 813, 712)"
19:13:06.329,PERSON,ORTA,90,NO,"(424, 230, 819, 712)"
